Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:93(take)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:81(ismethod)
       61    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:318(set_antialiased)
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:471(buffer_rgba)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:537(set_cmap)
      165    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:1298(mouseover)
      194    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/shape_base.py:135(_atleast_3d_dispatcher)
       27    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(take)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:4017(get_boxstyle)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:133(deprecate)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:981(x1)
       24    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:2435(__init__)
       10    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1837(_internal_poll)
       24    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
       24    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.157    0.026 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:998(find_tex_file)
       85    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:254(get)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:276(_optimize_charset)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:776(<dictcomp>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1039(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       22    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2142(<genexpr>)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:146(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        1    0.000    0.000    0.055    0.055 /cr/users/filip/Binaries/Generator.py:88(get_signal_files)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1404(__init__)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1745(_idle_draw_cntx)
       54    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:262(__init__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:676(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:1(<module>)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:1021(unravel_index)
       24    0.000    0.000    0.000    0.000 {method 'getpalette' of 'ImagingCore' objects}
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:2145(<listcomp>)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:831(name)
       33    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:227(_releaseLock)
       52    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageOps.py:20(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
     14/5    0.000    0.000    0.017    0.003 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
      192    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:409(__subclasshook__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:195(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.025    0.025 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:983(_new_proc)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/numeric.py:353(_full_like_dispatcher)
       77    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:172(append)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:435(_parse_sub)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
       28    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3437(set_axis_on)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:3487(new_figure_manager)
        1    0.000    0.000    0.097    0.097 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_subplots.py:14(__init__)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:176(close)
       22    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       54    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/function_base.py:18(_linspace_dispatcher)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1209(resolve)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2275(<lambda>)
      112    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1426(<dictcomp>)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        8    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:397(_joinrealpath)
       27    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1533(_draw)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:398(_create_exit_wrapper)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1335(_fixupParents)
        1    0.000    0.000    0.016    0.016 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2013(__init__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:941(set_bbox_to_anchor)
       48    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       81    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:654(decorator)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:57(TexManager)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1415(find_spec)
        1    0.000    0.000   22.984   22.984 /cr/users/filip/Binaries/Generator.py:19(__new__)
        8    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:294(IFDRational)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:751(set_figure)
        4    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:423(linear_spine)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/os.py:754(encode)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/IPython/core/getipython.py:17(get_ipython)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       29    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2533(set_canvas)
        9    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:461(readlink)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/os.py:674(__getitem__)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:328(option_image_nocomposite)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/packaging/version.py:444(_cmpkey)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        2    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3349(tick_params)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:3116(register_open)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:4012(get_mutation_aspect)
       87    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(squeeze)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:803(_set_lim_and_transforms)
        8    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       13    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:3165(register_extension)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:598(_code)
       18    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:78(_check_methods)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1719(_fix_ipython_backend2gui)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:629(set_snap)
        1    0.000    0.000    0.025    0.025 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:977(__new__)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:665(figure)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:364(_intersect1d_dispatcher)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2408(get_tight_layout)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:3997(get_mutation_scale)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1697(_extract_dispatcher)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.098    0.098 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:646(add_subplot)
       15    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:365(<listcomp>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PpmImagePlugin.py:18(<module>)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:1071(copyto)
       31    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:658(__init__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:302(_isurl)
       84    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:283(__subclasshook__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2595(use_sticky_edges)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/os.py:816(fsdecode)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:626(cleandoc)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:327(resolve)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:664(result_type)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        8    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1158(poll)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImagePalette.py:80(getdata)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:691(__enter__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/abc.py:105(__new__)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:551(norm)
       87    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:1243(<genexpr>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1530(Done)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:150(dirname)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:694(__exit__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:569(_from_subplot_args)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1872(_try_wait)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib_inline/backend_inline.py:59(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:388(realpath)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:224(__init__)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1753(is_saving)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1419(exists)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      104    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/urllib/parse.py:103(_noop)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:2776(__init__)
       51    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:70(_tilesort)
        1    0.000    0.000    0.022    0.022 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:799(split)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/packaging/version.py:42(parse)
       48    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       31    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:218(_get_multialignment)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1818(transform_path_non_affine)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:80(empty_like)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1184(wait)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:636(_isin_dispatcher)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:2035(draw)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:135(_commonType)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2150(transform_path_non_affine)
       27    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:109(_update_methods)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:923(ImageFileDirectory_v1)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:165(simplefilter)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2279(__init__)
       27    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
       27    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
       12    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:164(islink)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:244(__set_name__)
       20    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:96(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3150(set_axisbelow)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1805(transform_non_affine)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1825(_handle_exitstatus)
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1568(_get_handles)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2154(get_affine)
       13    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:368(<listcomp>)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
       26    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:379(_delegate)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:1779(AppendingTiffWriter)
       24    0.000    0.000    0.000    0.000 {method 'putpalettealphas' of 'ImagingCore' objects}
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1714(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:170(__init__)
       57    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:486(__enter__)
        1    0.000    0.000    0.022    0.022 <__array_function__ internals>:2(split)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1017(__exit__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:110(_set_new_active_manager)
       19    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.097    0.097 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:445(wrapper)
       31    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:256(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:736(_make_child)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:303(new_figure_manager)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:643(__getitem__)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:439(__init__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:70(<lambda>)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:84(add)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1126(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:102(__new__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1735(set_box_aspect)
       25    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/urllib/parse.py:419(_checknetloc)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/urllib/parse.py:88(clear_cache)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:417(_sanitize_relative_path)
       20    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/shlex.py:325(quote)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1318(mkdir)
        5    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1141(<genexpr>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:1167(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:776(_add_axes_internal)
       76    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/copyreg.py:103(_slotnames)
       16    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:115(__hash__)
       16    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:3176(register_extensions)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1441(squeeze)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/Binaries/Classifier.py:1209(__init__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:628(bubble)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:536(__init__)
       24    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:249(_compile_charset)
       15    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:160(__len__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:121(__init__)
        2    0.000    0.000    0.004    0.002 <__array_function__ internals>:2(inv)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:218(<lambda>)
